Sr. No.,Content ID,User ID,Category,Type,Datetime,Sentiments,Score
859,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,b827588c-31b2-47f3-916a-a1dbf7987f50,Dogs,Interested,11/11/20 12:18,Positive,30
860,5fefd228-c550-4023-b767-ec8aa62de850,cb97b0ea-fc93-4597-b391-846710c6fedc,Cooking,Super Love,12/21/20 20:10,Positive,75
861,66af1757-534a-4ef9-a5a5-9d721e7c6c00,9bb5d084-0b28-4352-8591-5b5a4efecdf0,Healthy Eating,Super Love,7/2/20 19:08,Positive,75
862,2771fa81-b26c-4e11-86ac-90e85faf4981,427fa55b-7f49-4981-bcd7-59fee8efb512,Dogs,Scared,4/23/21 8:52,Negative,15
863,3b448410-dd36-4e79-bf4a-ba07814b308e,5fbf758a-376b-472c-8aca-a87ff1db3e6d,Travel,Peeking,5/3/21 0:06,Neutral,35
864,a03b3048-776e-4925-a52e-f6b1760a1be4,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,Education,Want,9/29/20 1:55,Positive,70
865,56d13215-1444-49b0-8e17-3a888bcd4e1e,109782f9-4141-4d5a-826f-9a4ea672f65b,Fitness,Adore,1/12/21 23:45,Positive,72
866,cda6a453-27bf-4237-b848-b27706732716,a92660de-2154-4694-a86e-88cb81c8ea95,Soccer,Peeking,12/13/20 0:33,Neutral,35
867,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,ded166ee-173b-4a56-bc6d-464c35709670,Technology,Dislike,3/14/21 16:05,Negative,10
868,a8160135-2d55-4240-8f28-fbee5ec84801,5d454588-283d-459d-915d-c48a2cb4c27f,Studying,Interested,4/26/21 8:56,Positive,30
869,33696f53-ab7b-4f3e-b3a4-e0e82990339c,cfe50481-7c50-48fa-97fa-89b6f137e1bd,Fitness,Heart,1/16/21 22:00,Positive,60
870,50c0f441-fde5-48bd-ba40-46f23b8cf862,71519e2e-6e97-4b73-a346-cc3a91cb4661,Culture,Peeking,9/2/20 3:42,Neutral,35
871,cafddd25-5653-4219-8dc7-a3eae45ea926,4baf648a-0ad5-412d-8250-5a0ff9289fbf,Fitness,Adore,9/5/20 5:03,Positive,72
872,c24f4499-faae-4ff0-baf1-4be6a9061aa1,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,Animals,Hate,6/18/20 21:09,Negative,5
873,2669dbfc-65d4-4770-a916-e6507f881131,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,Science,Worried,2/26/21 5:06,Negative,12
874,b529487b-160b-48cd-aacc-2741b18462c6,e377a5c2-0378-4684-b7d1-5d80e04243ed,Studying,Scared,11/25/20 9:44,Negative,15
875,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,Dogs,Love,2/14/21 13:38,Positive,65
876,25c8f882-464d-4465-9ed2-e7f7706c1775,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,Healthy Eating,Want,2/19/21 19:09,Positive,70
877,df6e9952-4e2a-488a-bb83-3a7241f30e6f,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,Culture,Worried,2/7/21 13:35,Negative,12
878,4789b064-7b3c-4339-bf15-b9e38222930c,49da0743-cb4d-4c84-b6a2-537bbe7256d1,Education,Interested,11/12/20 3:04,Positive,30
879,77a3ac9f-7607-411f-a280-5431c71e3943,4cbd005f-69d5-4a83-9947-7009f69c0e7d,Tennis,Intrigued,1/27/21 8:12,Positive,45
880,edea43f3-1541-4e42-8419-d1cdf749025c,5d04455b-a95e-40d8-bcd4-8c485777c47f,Cooking,Super Love,7/14/20 9:55,Positive,75
881,217f4060-b378-4d79-992f-20502d407f7c,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,Cooking,Love,9/17/20 14:10,Positive,65
882,4426d1ae-cb98-45cf-8d1d-c176ef755293,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,Science,Peeking,4/11/21 8:37,Neutral,35
883,74989207-b147-4a13-89b8-f0d868dfdf4a,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,Science,Love,10/1/20 22:38,Positive,65
884,9fdcedb3-8e19-4755-93b2-133673d4620b,4027aa31-4bda-4e1d-92f7-49de962e8da9,Travel,Interested,2/15/21 7:51,Positive,30
885,9489565a-a899-4693-ad48-369f86b4b862,0a1cde57-79ab-4c61-b664-1d3b290b43cf,Studying,Love,10/20/20 13:52,Positive,65
886,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,bc142f57-1307-46c6-9975-8c3a1e5f540c,Veganism,Cherish,4/2/21 7:00,Positive,70
887,5656bfe4-bcc1-4426-94b6-1f9dfe9a0db4,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,Travel,Interested,8/7/20 5:26,Positive,30
888,d347afb6-c092-4301-ba7d-4c59d10142cb,8d67b1c4-cd76-4701-a908-738e7a2411e7,Tennis,Dislike,5/31/21 10:38,Negative,10
889,62e3c102-b551-4625-b949-d589babb16d8,7b7b5825-2ae1-4119-99a7-e638f13267a0,Soccer,Interested,8/2/20 19:12,Positive,30
890,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,23a48585-f2cf-4a20-8d30-f49361d5625c,Soccer,Worried,4/14/21 20:35,Negative,12
891,37c5a8aa-d239-4b94-ae68-2754825d36ff,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,Public Speaking,Heart,9/13/20 8:39,Positive,60
892,8644e163-704a-4a99-a859-5e07fcfe3879,5b3b843e-7c66-4eac-82b6-8d6f7a19277c,Education,Super Love,6/24/20 15:38,Positive,75
893,6547f69d-891d-4e1c-bd69-fc8735b8fca8,fd4da61a-5102-4311-8b9f-2ec57bfac6b1,Science,Adore,12/17/20 19:38,Positive,72
894,235a0022-a683-4381-8e9e-aaf75fe90734,561b08d6-1084-4115-933d-db3e60edfd8b,Fitness,Disgust,1/31/21 16:57,Negative,0
895,21dfb75d-9d98-4627-b074-f4372025d23f,e6a52b6a-20ec-4b09-bbb7-4a1138014985,Culture,Worried,9/18/20 19:29,Negative,12
896,e4127cae-c2e9-4321-919a-be6d11636808,4cff698b-def1-497c-a78e-75058de67fe8,"""Science""",Peeking,4/30/21 12:00,Neutral,35
897,b70813e7-8acd-462a-9b13-6d1258030fed,766886c9-a63a-4446-bb4a-07d611b3b212,Animals,Dislike,4/5/21 2:29,Negative,10
898,daaae2e1-3090-4f64-9d43-b4e4ffbb5c8b,8f3d5674-544d-4f70-b4c1-7b9d93371855,Education,Heart,1/13/21 11:35,Positive,60
899,03ed0e2b-bd63-4079-8910-62c187526ca0,3455a646-398f-4b16-b19a-1371cdb2e048,Healthy Eating,Peeking,5/9/21 18:48,Neutral,35
900,5dc325aa-d5d1-4552-9997-cd25b7608be9,8abcf667-7be3-439f-97bb-3375a3de366c,Healthy Eating,Dislike,2/12/21 23:51,Negative,10
901,503bd384-9733-4739-81f5-561b2328f6d8,a4fd7920-9edf-4930-84bd-7a38b3bf9cec,Food,Indifferent,1/1/21 9:57,Neutral,20
902,7053e0be-7227-4a05-893f-4bbee34f0f1f,2ad548cd-a899-4992-972b-92cde9cea8f1,Science,Super Love,9/9/20 21:08,Positive,75
903,03344240-df23-421d-b0e3-4fac72fe6cd8,334e2fe8-6f2c-424c-8ed5-12c99f048722,Fitness,Hate,10/10/20 16:22,Negative,5
904,16f8b629-5173-420f-9c8b-577313e9e128,600118fa-e6f4-4d74-aeb6-936abbbf38a1,Healthy Eating,Peeking,8/6/20 10:27,Neutral,35
905,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,13f0db8a-152a-496f-a6e8-1ed6a90b8788,Animals,Worried,8/18/20 8:42,Negative,12
906,e7baa303-bc5c-4990-b813-e16fc42342d3,7000ac2e-87a0-4e23-b342-5f150e03f9ef,Science,Indifferent,11/14/20 2:10,Neutral,20
907,73a7ec8f-08e7-41c6-a995-51537ff8772a,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,Technology,Super Love,10/22/20 20:55,Positive,75
908,f3e9785c-d4e0-4258-a876-4d58ddb38790,de1d478e-3552-4223-b039-d3086cc485ec,Studying,Heart,7/17/20 1:30,Positive,60
909,bea01dba-56f4-4d26-82a1-9b13fb382d89,1545ddaf-2b75-4143-82fe-b88966aee4fb,Dogs,Cherish,10/3/20 3:11,Positive,70
910,0bfa4a8c-78be-4f6e-888f-490c47d355ed,c5d04879-87bd-4950-9e63-334382ef53af,Dogs,Interested,2/26/21 7:22,Positive,30
911,02c9f76b-f9cc-48c5-aedf-73f37c637a71,6e9c7f30-264a-4aa0-b3ac-36e852d10906,Veganism,Adore,10/5/20 8:07,Positive,72
912,8fe92544-5c15-4f77-bc40-c6e4b7d13674,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,Animals,Want,2/15/21 20:53,Positive,70
913,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,41cd692a-be3c-4acd-a2c8-184586bdc180,Cooking,Interested,5/28/21 7:44,Positive,30
914,8e0f1d3e-b588-44de-a423-8224eb26aa99,f41d30f1-50c3-419c-a2d8-9043c7e568ca,Healthy Eating,Adore,2/1/21 3:24,Positive,72
915,a1249a46-6362-4a73-a1e9-3b5d236cdd73,3455a646-398f-4b16-b19a-1371cdb2e048,Studying,Dislike,1/17/21 8:03,Negative,10
916,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,Culture,Love,5/4/21 11:14,Positive,65
917,58b0f92a-76ae-4521-a223-2b117f4f4e70,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,Dogs,Dislike,7/18/20 19:45,Negative,10
918,9c8f1389-d04e-4a55-a2f5-1612539b70a7,4edc3d1a-a7d9-4db6-89c3-f784d9954172,Technology,Hate,5/1/21 5:53,Negative,5
919,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,8dda1a41-9e57-4944-bd36-18c0ac343b13,Technology,Cherish,6/4/21 3:37,Positive,70
920,b23a874f-72fa-4abb-9ca5-941850c672bc,e8493c32-7f6f-4e57-a691-cf0df6f015c9,Healthy Eating,Like,8/10/20 10:16,Positive,50
921,26c02731-b5d8-4ad3-99a2-5e589e107937,1d8dfb6a-330c-4eb9-a603-364f207c6e57,Studying,Intrigued,10/6/20 23:24,Positive,45
922,998194db-5706-4b01-9565-7c7e7d4ea5f5,acfcd174-178c-4af3-8118-5be702fb80cf,Cooking,Indifferent,3/11/21 15:18,Neutral,20
923,54e29395-9eba-4945-abee-cad58cbab090,ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,Science,Super Love,8/27/20 4:30,Positive,75
924,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,Animals,Hate,5/30/21 19:45,Negative,5
925,88e43f42-027e-4256-bab4-2d1c2b6f8f67,93dd80c0-4ff2-42ed-9949-1621b0a68c63,Education,Indifferent,3/25/21 5:13,Neutral,20
926,a7849ef3-5930-4ba9-9cbe-e215811e713e,d9aab962-e964-4afd-83ee-abda0865da67,Studying,Scared,2/28/21 0:16,Negative,15
927,c13e7406-c610-4721-b80d-2b5ad533e90a,95258c36-5b6b-4591-85ee-0c43f503c1d5,Cooking,Hate,8/16/20 16:56,Negative,5
928,a973290c-989a-44d2-afb9-9b4bf16cc17f,04e52602-e370-4a99-bfda-f0c1655058da,Tennis,Scared,9/29/20 22:53,Negative,15
929,b2a20047-ac6f-4caa-90b1-fe735433e362,33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,Culture,Indifferent,4/29/21 0:03,Neutral,20
930,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,Fitness,Heart,10/1/20 16:54,Positive,60
931,b94d8643-4dd8-4f15-a58e-0c9b6691d01a,34e8add9-0206-47fd-a501-037b994650a2,Healthy Eating,Love,1/24/21 4:08,Positive,65
932,2e32de07-dc79-4cdc-bf1d-bac90ba3fd85,ad4bd878-55e7-487c-a4db-470b23bbd832,Studying,Want,2/26/21 16:56,Positive,70
933,89cb4504-fccd-40f4-945e-410f74ee4735,a81378a5-58de-4631-b2b1-3eca765f68c6,Animals,Interested,9/4/20 3:45,Positive,30
934,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,fb4654ff-ce23-4a77-b52a-50f8948b5664,Veganism,Hate,1/2/21 6:33,Negative,5
935,331fad49-0e33-4676-8e2d-51ec52e86625,5c433d28-dfb7-4456-a468-dc3705147ce0,Education,Indifferent,6/10/21 9:36,Neutral,20
936,c54b49c4-b1f2-4641-8595-1cbd19937845,2ab641a8-6ad4-4d1a-8511-d87ff5346773,Science,Scared,12/7/20 18:26,Negative,15
937,b4cef9ef-627b-41d7-a051-5961b0204ebb,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,Public Speaking,Dislike,3/6/21 7:00,Negative,10
938,7a79f4e4-3b7d-44dc-bdef-bc990740252c,4fe420fa-a193-4408-bd5d-62a020233609,Technology,Heart,6/9/21 4:51,Positive,60
939,435007a5-6261-4d8b-b0a4-55fdc189754b,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,Veganism,Adore,2/26/21 3:14,Positive,72
940,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,b9bcd994-f000-4f6b-87fc-caae08acfaa1,Culture,Dislike,8/4/20 10:14,Negative,10
